comp	usubs	uniprot	avgcoex	def	species
232	15	Q9UHV7	0.186935714286	NA	human
232	15	O75448	0.144935714286	NA	human
232	15	Q15648	NA	NA	human
232	15	Q9NVC6	0.229107142857	NA	human
232	15	Q93074	0.142721428571	NA	human
232	15	O60244	0.209064285714	UN	human
232	15	Q9NPJ6	NA	NA	human
2320	3	P23229	NA	NA	human
2320	3	P48509	0.1288	NA	human
2320	3	P16144	NA	NA	human
2321	3	P06241	NA	NA	human
2321	3	P23229	NA	NA	human
2321	3	P16144	NA	NA	human
2322	3	P23229	NA	NA	human
2322	3	O15230	NA	NA	human
2322	3	P16144	NA	NA	human
2323	2	P23229	NA	NA	human
2323	2	P16144	NA	NA	human
234	4	Q9NRG0	NA	NA	human
234	4	Q9NRF9	NA	ED	human
234	4	O60264	0.275633333333	NED	human
234	4	Q9NRL2	NA	NA	human
2342	4	P01137	0.1283	ED	human
2342	4	P06756	NA	NA	human
2342	4	P50281	NA	NA	human
2342	4	P26012	NA	NA	human
2343	3	P18084	NA	ED	human
2343	3	Q03405	NA	NED	human
2343	3	P06756	NA	NA	human
2345	3	P18084	NA	ED	human
2345	3	P06756	NA	NA	human
2345	3	Q14773	NA	NA	human
2346	3	P06756	NA	NA	human
2346	3	P18084	NA	ED	human
2346	3	Q13443	0.2944	UN	human
2347	3	P18084	NA	ED	human
2347	3	P06756	NA	NA	human
2347	3	P10451	NA	NA	human
2348	3	P18084	NA	ED	human
2348	3	P06756	NA	NA	human
2348	3	O00622	NA	NA	human
2350	2	P18084	NA	ED	human
2350	2	P06756	NA	NA	human
2351	3	P06241	NA	NA	human
2351	3	P02751	NA	NED	human
2351	3	P18564	NA	NA	human
2352	3	P06756	NA	NA	human
2352	3	P10451	NA	NA	human
2352	3	P18564	NA	NA	human
2353	3	P10600	0.0806	NA	human
2353	3	P06756	NA	NA	human
2353	3	P18564	NA	NA	human
2354	2	P06756	NA	NA	human
2354	2	P18564	NA	NA	human
2355	4	P06756	NA	NA	human
2355	4	P05106	NA	NA	human
2355	4	P06734	NA	NA	human
2355	4	Q08722	0.0877333333333	NA	human
2356	3	P06756	NA	NA	human
2356	3	P05106	NA	NA	human
2356	3	Q08722	0.12275	NA	human
2358	3	P05106	NA	NA	human
2358	3	P06756	NA	NA	human
2358	3	P10451	NA	NA	human
2359	3	P05106	NA	NA	human
2359	3	P06756	NA	NA	human
2359	3	Q13444	0.0571	NA	human
236	2	Q9UIG0	0.2697	UN	human
236	2	O60264	0.2697	NED	human
2362	3	P05106	NA	NA	human
2362	3	Q9Y624	NA	NA	human
2362	3	P06756	NA	NA	human
2363	4	P05106	NA	NA	human
2363	4	Q14289	NA	NA	human
2363	4	P06756	NA	NA	human
2363	4	P49023	NA	NA	human
2364	3	O75077	0.0839	NA	human
2364	3	P05106	NA	NA	human
2364	3	P06756	NA	NA	human
2365	3	P05106	NA	NA	human
2365	3	Q01955	NA	NA	human
2365	3	P06756	NA	NA	human
2366	3	O14495	0.1352	NA	human
2366	3	P06756	NA	NA	human
2366	3	P05106	NA	NA	human
2369	3	P06756	NA	NA	human
2369	3	P00533	NA	UN	human
2369	3	P05106	NA	NA	human
2370	3	P05106	NA	NA	human
2370	3	P08514	NA	NA	human
2370	3	P21926	0.19155	NA	human
2374	3	P05106	NA	NA	human
2374	3	P06756	NA	NA	human
2374	3	Q16363	NA	NA	human
2375	2	P02751	NA	NED	human
2375	2	P21980	0.3026	ED	human
2376	4	P05106	NA	NA	human
2376	4	P02751	NA	NED	human
2376	4	P08514	NA	NA	human
2376	4	P21980	0.230066666667	ED	human
2377	4	P12931	NA	NA	human
2377	4	P05106	NA	NA	human
2377	4	P08514	NA	NA	human
2377	4	Q08722	0.0512333333333	NA	human
2378	3	Q9Y490	0.1664	UN	human
2378	3	P08514	NA	NA	human
2378	3	P05106	NA	NA	human
2379	3	Q99828	NA	NA	human
2379	3	P05106	NA	NA	human
2379	3	P08514	NA	NA	human
238	10	P38398	NA	NA	human
238	10	Q969G3	NA	NA	human
238	10	O14497	0.2835	ED	human
238	10	Q92922	NA	NED	human
238	10	Q8TAQ2	NA	NA	human
238	10	Q92925	NA	NA	human
238	10	Q12824	NA	NA	human
238	10	P51531	NA	NA	human
238	10	O96019	0.219622222222	ED	human
238	10	P51532	NA	NA	human
2381	2	P05106	NA	NA	human
2381	2	P08514	NA	NA	human
2382	3	P05106	NA	NA	human
2382	3	Q9Y624	NA	NA	human
2382	3	P08514	NA	NA	human
2383	4	P08648	NA	NED	human
2383	4	P02751	NA	NED	human
2383	4	P21980	0.2604	ED	human
2383	4	P05556	NA	UN	human
2384	3	P08648	NA	NED	human
2384	3	Q13444	0.16005	NA	human
2384	3	P05556	NA	UN	human
2385	2	P08648	NA	NED	human
2385	2	P05556	NA	UN	human
2390	3	P08195	NA	NA	human
2390	3	Q9UHI5	NA	NA	human
2390	3	P05556	NA	UN	human
2395	3	Q13683	NA	NA	human
2395	3	P48509	0.17405	NA	human
2395	3	P05556	NA	UN	human
2398	3	P26006	NA	NED	human
2398	3	P35613	NA	NA	human
2398	3	P05556	NA	UN	human
2399	3	P08962	0.1993	NA	human
2399	3	P26006	NA	NED	human
2399	3	P05556	NA	UN	human
240	3	P38398	NA	NA	human
240	3	Q99708	NA	NA	human
240	3	Q9GZX5	NA	NA	human
2400	3	P48509	0.2525	NA	human
2400	3	P26006	NA	NED	human
2400	3	P05556	NA	UN	human
2401	3	P07996	0.22415	NA	human
2401	3	P26006	NA	NED	human
2401	3	P05556	NA	UN	human
2406	2	P26006	NA	NED	human
2406	2	P05556	NA	UN	human
2411	3	P23229	NA	NA	human
2411	3	P48509	0.1245	NA	human
2411	3	P05556	NA	UN	human
2413	2	P23229	NA	NA	human
2413	2	P05556	NA	UN	human
2417	3	Q9Y6C2	NA	NA	human
2417	3	P13612	NA	NA	human
2417	3	P05556	NA	UN	human
2418	2	P13612	NA	NA	human
2418	2	P05556	NA	UN	human
2419	3	P60033	0.11315	NA	human
2419	3	P13612	NA	NA	human
2419	3	P05556	NA	UN	human
242	2	P38398	NA	NA	human
242	2	Q9BX63	0.6054	NA	human
2420	3	P13612	NA	NA	human
2420	3	P19397	0.2688	NA	human
2420	3	P05556	NA	UN	human
2421	3	P19320	0.1615	NA	human
2421	3	P13612	NA	NA	human
2421	3	P05556	NA	UN	human
2422	3	P57087	NA	NA	human
2422	3	P13612	NA	NA	human
2422	3	P05556	NA	UN	human
2423	3	P13612	NA	NA	human
2423	3	Q08722	0.25015	NA	human
2423	3	P05556	NA	UN	human
2426	3	P07996	0.2061	NA	human
2426	3	P13612	NA	NA	human
2426	3	P05556	NA	UN	human
2428	3	P35442	0.17705	NA	human
2428	3	P13612	NA	NA	human
2428	3	P05556	NA	UN	human
2429	3	P17301	NA	NED	human
2429	3	Q08722	0.18775	NA	human
2429	3	P05556	NA	UN	human
243	3	P14635	0.4947	UN	human
243	3	P06493	0.4713	ED	human
243	3	Q15311	NA	NA	human
2430	3	O15335	NA	NA	human
2430	3	P17301	NA	NED	human
2430	3	P05556	NA	UN	human
2431	3	P12111	NA	NA	human
2431	3	P17301	NA	NED	human
2431	3	P05556	NA	UN	human
2432	2	P17301	NA	NED	human
2432	2	P05556	NA	UN	human
2434	3	P56199	NA	NA	human
2434	3	P12111	NA	NA	human
2434	3	P05556	NA	UN	human
2435	3	P56199	NA	NA	human
2435	3	P17706	NA	NA	human
2435	3	P05556	NA	UN	human
2436	2	P06756	NA	NA	human
2436	2	P05556	NA	UN	human
2437	3	P23229	NA	NA	human
2437	3	O00622	NA	NA	human
2437	3	P05556	NA	UN	human
244	13	O15287	NA	NA	human
244	13	P40692	NA	NA	human
244	13	P54132	NA	UN	human
244	13	P27694	NA	ED	human
244	13	Q9HB96	NA	NA	human
244	13	Q13472	0.178883333333	NA	human
244	13	P15927	NA	UN	human
244	13	P35244	NA	ED	human
244	13	Q9NW38	NA	NA	human
244	13	Q9NPI8	NA	NA	human
244	13	O15360	NA	NA	human
244	13	Q00597	NA	NA	human
244	13	Q9H9A7	0.3418	NA	human
2440	3	Q13797	NA	NA	human
2440	3	Q13443	0.2805	UN	human
2440	3	P05556	NA	UN	human
2442	3	P19320	0.1223	NA	human
2442	3	Q13797	NA	NA	human
2442	3	P05556	NA	UN	human
2443	3	Q13797	NA	NA	human
2443	3	P24821	NA	NA	human
2443	3	P05556	NA	UN	human
2444	2	Q13797	NA	NA	human
2444	2	P05556	NA	UN	human
2445	3	Q13797	NA	NA	human
2445	3	Q13444	0.1386	NA	human
2445	3	P05556	NA	UN	human
2446	3	Q13797	NA	NA	human
2446	3	O43915	NA	NA	human
2446	3	P05556	NA	UN	human
2447	3	Q13797	NA	NA	human
2447	3	O43184	0.1784	NA	human
2447	3	P05556	NA	UN	human
246	4	P40692	NA	NA	human
246	4	P54132	NA	UN	human
246	4	Q9H9A7	0.286233333333	NA	human
246	4	Q13472	0.170466666667	NA	human
247	5	P49757	0.1387	NA	human
247	5	P14635	0.040175	UN	human
247	5	O95782	NA	NA	human
247	5	Q9Y6I3	NA	NA	human
247	5	Q15311	NA	NA	human
2470	4	P12931	NA	NA	human
2470	4	P27986	NA	NA	human
2470	4	P56945	0.111866666667	NA	human
2470	4	P03372	NA	NA	human
251	4	O15315	NA	NA	human
251	4	O43502	NA	NA	human
251	4	O75771	NA	NA	human
251	4	O43543	-0.0213666666667	NA	human
2528	3	Q9Y316	NA	NA	human
2528	3	P29353	NA	NA	human
2528	3	P04626	NA	NA	human
2529	7	P27986	NA	NA	human
2529	7	O43561	NA	NA	human
2529	7	P19174	NA	ED	human
2529	7	Q13094	NA	NA	human
2529	7	P62993	NA	ED	human
2529	7	P15498	0.1785	NA	human
2529	7	P22681	0.20856	ED	human
253	2	O43542	0.1873	NA	human
253	2	O43502	NA	NA	human
2534	3	P22681	0.24885	ED	human
2534	3	P62993	NA	ED	human
2534	3	Q13094	NA	NA	human
2535	4	P22681	0.2094	ED	human
2535	4	P62993	NA	ED	human
2535	4	P29353	NA	NA	human
2535	4	Q13094	NA	NA	human
2536	4	P07948	NA	NA	human
2536	4	P16885	NA	NA	human
2536	4	P62993	NA	ED	human
2536	4	Q13094	NA	NA	human
2537	3	P17252	NA	ED	human
2537	3	P16885	NA	NA	human
2537	3	Q13393	NA	NA	human
254	2	Q9P2W1	NA	NA	human
254	2	Q9BWT6	0.507	NA	human
2541	2	P08581	NA	UN	human
2541	2	P14210	NA	NA	human
2542	3	P22681	0.21545	ED	human
2542	3	P62993	NA	ED	human
2542	3	P00533	NA	UN	human
2547	4	O43561	NA	NA	human
2547	4	P19174	NA	ED	human
2547	4	Q13094	NA	NA	human
2547	4	Q07889	NA	NA	human
2559	2	P49069	-0.0209	NA	human
2559	2	P06239	NA	NA	human
256	2	O15315	NA	NA	human
256	2	O43502	NA	NA	human
2563	4	P07948	NA	NA	human
2563	4	P06241	NA	NA	human
2563	4	P22681	0.1834	ED	human
2563	4	P21802	NA	NA	human
2564	4	P20936	NA	NA	human
2564	4	P06241	NA	NA	human
2564	4	P07947	0.0774	ED	human
2564	4	P07948	NA	NA	human
2565	4	P07948	NA	NA	human
2565	4	P06241	NA	NA	human
2565	4	P11836	0.2731	NA	human
2565	4	P06239	NA	NA	human
2573	6	P20339	NA	NA	human
2573	6	Q96JC1	NA	NA	human
2573	6	Q15075	0.0443	ED	human
2573	6	Q9H269	NA	ED	human
2573	6	Q9H270	NA	NA	human
2573	6	Q9P253	NA	UN	human
2574	3	P15391	0.10295	NA	human
2574	3	P27986	NA	NA	human
2574	3	P15498	0.11865	NA	human
2577	4	P06213	NA	NA	human
2577	4	P27986	NA	NA	human
2577	4	Q07666	NA	UN	human
2577	4	P35568	NA	NA	human
2578	2	P20936	NA	NA	human
2578	2	Q07666	NA	UN	human
2579	3	O15392	NA	NA	human
2579	3	Q9NQS7	NA	NA	human
2579	3	Q96GD4	0.5759	ED	human
2580	1	O15392	NA	NA	human
2581	3	O15392	NA	NA	human
2581	3	P20936	NA	NA	human
2581	3	O14965	NA	NA	human
2589	4	Q08170	NA	NA	human
2589	4	Q13243	NA	UN	human
2589	4	Q13247	NA	NA	human
2589	4	Q9UBK2	NA	NA	human
2590	3	Q14192	NA	ED	human
2590	3	Q12778	NA	NA	human
2590	3	Q96EB6	NA	NA	human
2592	1	Q96EB6	NA	NA	human
2593	2	Q96EB6	NA	NA	human
2593	2	O43524	NA	NA	human
2598	4	Q8WX92	NA	UN	human
2598	4	Q9H3P2	0.2382	NA	human
2598	4	Q8IXH7	NA	NA	human
2598	4	P18615	0.2682	ED	human
2599	6	P50750	NA	NA	human
2599	6	Q9P2I0	NA	UN	human
2599	6	P24928	NA	NED	human
2599	6	O60563	0.06498	NA	human
2599	6	P19338	NA	UN	human
2599	6	Q9UBK2	NA	NA	human
2600	8	P50750	NA	NA	human
2600	8	O60885	NA	UN	human
2600	8	O60563	0.166814285714	NA	human
2600	8	O75448	0.180242857143	NA	human
2600	8	Q9NVC6	0.166842857143	NA	human
2600	8	Q93074	0.178214285714	NA	human
2600	8	O60244	0.183	UN	human
2600	8	Q15648	NA	NA	human
2601	4	P50750	NA	NA	human
2601	4	O60563	0.3105	NA	human
2601	4	O60885	NA	UN	human
2601	4	Q15648	NA	NA	human
2604	3	Q13309	NA	NA	human
2604	3	O60563	0.0866	NA	human
2604	3	P50750	NA	NA	human
261	5	O43542	0.166875	NA	human
261	5	O15315	NA	NA	human
261	5	O43502	NA	NA	human
261	5	O75771	NA	NA	human
261	5	O43543	0.008975	NA	human
2638	6	Q09472	NA	NA	human
2638	6	P50613	NA	NA	human
2638	6	Q92793	NA	NA	human
2638	6	P24928	NA	NED	human
2638	6	Q7KZ85	NA	UN	human
2638	6	Q06330	NA	NA	human
2639	13	P50750	NA	NA	human
2639	13	P50613	NA	NA	human
2639	13	P24928	NA	NED	human
2639	13	O60563	0.0843833333333	NA	human
2639	13	Q15648	NA	NA	human
2639	13	Q9BT40	NA	NA	human
2639	13	P49336	NA	NA	human
2639	13	Q09472	NA	NA	human
2639	13	Q92585	0.162858333333	NA	human
2639	13	Q9Y5B9	NA	UN	human
2639	13	Q7KZ85	NA	UN	human
2639	13	P46531	NA	NA	human
2639	13	Q06330	NA	NA	human
264	2	Q92878	NA	NED	human
264	2	P49959	NA	NA	human
265	2	Q8WXE1	0.1568	NA	human
265	2	Q13535	NA	NA	human
2657	6	Q92769	NA	NA	human
2657	6	P50613	NA	NA	human
2657	6	Q13330	0.08478	NA	human
2657	6	P51948	NA	UN	human
2657	6	P51946	0.16644	NA	human
2657	6	P03372	NA	NA	human
2670	3	P04637	0.09215	NA	human
2670	3	Q00987	NA	NA	human
2670	3	P03372	NA	NA	human
2678	2	P04637	-0.0365	NA	human
2678	2	O43524	NA	NA	human
2679	2	P04637	0.3572	NA	human
2679	2	P08047	NA	NA	human
2681	1	P04637	NA	NA	human
2685	17	Q00403	NA	ED	human
2685	17	P19387	NA	NA	human
2685	17	O15514	NA	ED	human
2685	17	P13984	NA	ED	human
2685	17	P24928	NA	NED	human
2685	17	P53803	NA	NA	human
2685	17	P62487	NA	ED	human
2685	17	P52434	NA	NA	human
2685	17	P30876	NA	NA	human
2685	17	P36954	NA	UN	human
2685	17	P52435	NA	NA	human
2685	17	P61218	NA	NA	human
2685	17	P19388	NA	NED	human
2685	17	Q9Y5B0	0.09814375	NA	human
2685	17	Q9BWH6	NA	NA	human
2685	17	P62875	NA	NA	human
2685	17	P35269	NA	UN	human
2686	13	P19387	NA	NA	human
2686	13	O15514	NA	ED	human
2686	13	P24928	NA	NED	human
2686	13	P53803	NA	NA	human
2686	13	P62487	NA	ED	human
2686	13	P52434	NA	NA	human
2686	13	P30876	NA	NA	human
2686	13	P36954	NA	UN	human
2686	13	P38398	NA	NA	human
2686	13	P61218	NA	NA	human
2686	13	P19388	NA	NED	human
2686	13	P52435	NA	NA	human
2686	13	P62875	NA	NA	human
2688	2	O95832	0.1034	NA	human
2688	2	P50281	NA	NA	human
2692	4	P01100	NA	NA	human
2692	4	P84022	NA	NA	human
2692	4	P05412	NA	UN	human
2692	4	Q13485	NA	NA	human
2693	3	P01100	NA	NA	human
2693	3	P05412	NA	UN	human
2693	3	Q13469	NA	NA	human
2694	3	P01100	NA	NA	human
2694	3	P05412	NA	UN	human
2694	3	P11308	NA	NA	human
2695	3	P01100	NA	NA	human
2695	3	P05412	NA	UN	human
2695	3	P15036	NA	NA	human
2699	3	Q9Y3R0	NA	NA	human
2699	3	P05412	NA	UN	human
2699	3	P03372	NA	NA	human
27	7	O15144	NA	UN	human
27	7	P61158	NA	UN	human
27	7	O15143	NA	ED	human
27	7	O15145	NA	UN	human
27	7	P61160	NA	ED	human
27	7	P59998	NA	UN	human
27	7	O15511	NA	NED	human
270	5	O75943	NA	NA	human
270	5	P35250	NA	UN	human
270	5	P35249	NA	NA	human
270	5	P40937	NA	NA	human
270	5	P40938	NA	UN	human
2700	2	P05412	NA	UN	human
2700	2	P03372	NA	NA	human
2704	2	Q9UPN9	NA	NA	human
2704	2	Q13485	NA	NA	human
2705	3	P49711	NA	ED	human
2705	3	P84022	NA	NA	human
2705	3	Q13485	NA	NA	human
2706	3	Q13485	NA	NA	human
2706	3	P84022	NA	NA	human
2706	3	P08047	NA	NA	human
2707	4	P55316	NA	NA	human
2707	4	P84022	NA	NA	human
2707	4	Q13485	NA	NA	human
2707	4	O43524	NA	NA	human
2708	3	P84022	NA	NA	human
2708	3	P05412	NA	UN	human
2708	3	Q13485	NA	NA	human
2709	3	P01033	0.2226	NA	human
2709	3	Q07954	NA	ED	human
2709	3	P14780	NA	NA	human
2710	3	P01023	NA	NA	human
2710	3	Q07954	NA	ED	human
2710	3	P08133	NA	UN	human
2711	1	P05067	NA	NA	human
2714	2	Q13616	0.2464	ED	human
2714	2	O14757	NA	NA	human
2715	8	Q13617	0.262942857143	ED	human
2715	8	Q99627	NA	NA	human
2715	8	Q13616	0.255914285714	ED	human
2715	8	P63208	NA	UN	human
2715	8	Q13309	NA	NA	human
2715	8	Q13098	NA	NA	human
2715	8	Q13618	0.230614285714	NA	human
2715	8	P62877	0.251828571429	ED	human
2717	2	O95786	NA	NA	human
2717	2	Q14258	0.2879	NA	human
2718	2	Q12834	0.6929	UN	human
2718	2	Q13257	NA	NA	human
2719	4	P67870	NA	NED	human
2719	4	P09429	NA	ED	human
2719	4	P19784	NA	ED	human
2719	4	P68400	NA	NA	human
2720	3	P67870	NA	NED	human
2720	3	P19784	NA	ED	human
2720	3	P68400	NA	NA	human
2721	18	P11021	NA	UN	human
2721	18	O15294	0.167129411765	NA	human
2721	18	P11142	NA	UN	human
2721	18	O75182	NA	NA	human
2721	18	P51610	NA	ED	human
2721	18	Q9UBL3	0.125711764706	NA	human
2721	18	Q13547	NA	NED	human
2721	18	Q16576	NA	ED	human
2721	18	Q92769	NA	NA	human
2721	18	O75446	0.146023529412	ED	human
2721	18	P34932	NA	ED	human
2721	18	O15047	0.0675647058824	NA	human
2721	18	P08047	NA	NA	human
2721	18	P07900	NA	ED	human
2721	18	Q09028	NA	NA	human
2721	18	Q96ST3	NA	ED	human
2721	18	P61964	NA	NA	human
2721	18	Q9H7L9	NA	NA	human
2723	2	O60934	NA	NA	human
2723	2	Q13315	NA	UN	human
2726	3	P18084	NA	ED	human
2726	3	P49023	NA	NA	human
2726	3	Q05397	NA	NA	human
2727	7	Q15596	NA	NA	human
2727	7	Q9Y6Q9	0.222183333333	NA	human
2727	7	P10155	NA	UN	human
2727	7	Q92793	NA	NA	human
2727	7	O15111	NA	UN	human
2727	7	Q9Y6K9	0.0849	NA	human
2727	7	O14920	NA	ED	human
2728	4	Q15596	NA	NA	human
2728	4	Q92793	NA	NA	human
2728	4	Q15788	0.326833333333	NA	human
2728	4	P10155	NA	UN	human
2730	6	Q6UXN9	0.18832	ED	human
2730	6	Q15291	NA	ED	human
2730	6	Q8ND76	NA	NA	human
2730	6	Q9UBL3	0.08094	NA	human
2730	6	P61964	NA	NA	human
2730	6	Q9UPS6	NA	NA	human
2731	6	Q6UXN9	0.14858	ED	human
2731	6	Q15291	NA	ED	human
2731	6	O15047	0.05152	NA	human
2731	6	Q8ND76	NA	NA	human
2731	6	Q9UBL3	0.0723	NA	human
2731	6	P61964	NA	NA	human
2736	3	Q9BZR6	NA	NA	human
2736	3	Q96FE5	0.13135	NA	human
2736	3	Q9NS68	NA	NA	human
2738	6	P15927	NA	UN	human
2738	6	P35244	NA	ED	human
2738	6	P54132	NA	UN	human
2738	6	P27694	NA	ED	human
2738	6	Q9H9A7	0.3552	NA	human
2738	6	Q13472	0.18154	NA	human
2739	11	O15287	NA	NA	human
2739	11	Q8NB91	NA	NA	human
2739	11	Q9NW38	NA	NA	human
2739	11	P54132	NA	UN	human
2739	11	Q00597	NA	NA	human
2739	11	P27694	NA	ED	human
2739	11	O15360	NA	NA	human
2739	11	Q9NPI8	NA	NA	human
2739	11	Q9H9A7	0.32692	NA	human
2739	11	Q9HB96	NA	NA	human
2739	11	Q13472	0.19219	NA	human
274	8	O75943	NA	NA	human
274	8	P35249	NA	NA	human
274	8	P40937	NA	NA	human
274	8	P35250	NA	UN	human
274	8	Q99638	NA	NA	human
274	8	O60671	NA	NA	human
274	8	P40938	NA	UN	human
274	8	O60921	NA	UN	human
2743	2	Q9UDY8	NA	NA	human
2743	2	Q9Y4K3	0.1854	NA	human
2744	2	Q9UDY8	NA	NA	human
2744	2	Q12933	-0.02	NA	human
2745	5	Q9NYJ8	NA	NA	human
2745	5	Q13404	NA	NA	human
2745	5	O95999	0.2436	UN	human
2745	5	Q9Y4K3	0.222066666667	NA	human
2745	5	Q9UDY8	NA	NA	human
2749	2	Q15047	0.2062	NA	human
2749	2	Q6VMQ6	NA	NA	human
2752	3	Q9UDY8	NA	NA	human
2752	3	O95999	0.0907	UN	human
2752	3	Q9BXL7	0.0013	NA	human
2753	4	O15117	NA	NA	human
2753	4	Q9UDY8	NA	NA	human
2753	4	O95999	0.0857	UN	human
2753	4	Q9BXL7	0.0422666666667	NA	human
2754	4	P84022	NA	NA	human
2754	4	P17535	NA	ED	human
2754	4	Q13485	NA	NA	human
2754	4	P53539	NA	NA	human
2755	33	Q9BWJ5	0.25561875	UN	human
2755	33	O75533	NA	UN	human
2755	33	P08579	NA	UN	human
2755	33	Q01081	0.287821875	UN	human
2755	33	P14678	NA	NA	human
2755	33	Q9Y3B4	NA	UN	human
2755	33	P62316	NA	UN	human
2755	33	P26368	NA	NA	human
2755	33	Q15428	0.1449875	ED	human
2755	33	Q9P0W2	NA	NA	human
2755	33	O15042	NA	NA	human
2755	33	P62318	NA	NA	human
2755	33	Q12931	NA	NA	human
2755	33	Q96I25	0.272009375	NA	human
2755	33	O75937	NA	ED	human
2755	33	Q7RTV0	0.251284375	NA	human
2755	33	P62306	NA	ED	human
2755	33	Q15459	NA	ED	human
2755	33	Q15427	NA	UN	human
2755	33	Q9UHX1	NA	NA	human
2755	33	Q12874	NA	UN	human
2755	33	Q15393	NA	ED	human
2755	33	P62314	NA	ED	human
2755	33	P62308	NA	ED	human
2755	33	Q13435	NA	UN	human
2755	33	O75940	NA	UN	human
2755	33	P09661	NA	UN	human
2755	33	Q8IWX8	NA	UN	human
2755	33	P62304	NA	UN	human
2755	33	O43143	NA	ED	human
2755	33	Q07955	NA	UN	human
2755	33	P10809	NA	UN	human
2755	33	Q7L014	0.26978125	ED	human
2756	2	P61088	0.3495	ED	human
2756	2	Q15819	0.3495	UN	human
2757	7	Q969L4	0.229933333333	NA	human
2757	7	P62308	NA	ED	human
2757	7	P62306	NA	ED	human
2757	7	P62304	NA	UN	human
2757	7	P14678	NA	NA	human
2757	7	P83369	NA	NA	human
2757	7	P62318	NA	NA	human
2758	3	Q9NZ70	0.2524	NA	human
2758	3	Q9NYJ8	NA	NA	human
2758	3	Q15750	NA	NA	human
2759	2	Q9UIS9	NA	NA	human
2759	2	Q6VMQ6	NA	NA	human
2760	3	P84022	NA	NA	human
2760	3	Q13485	NA	NA	human
2760	3	O43524	NA	NA	human
2761	3	P84022	NA	NA	human
2761	3	Q13485	NA	NA	human
2761	3	Q12778	NA	NA	human
2762	3	P84022	NA	NA	human
2762	3	P98177	NA	NA	human
2762	3	Q13485	NA	NA	human
2763	3	Q9UIS9	NA	NA	human
2763	3	P45973	NA	UN	human
2763	3	O43463	NA	NA	human
2764	1	O14744	NA	UN	human
2766	7	Q9BSI4	NA	NA	human
2766	7	Q9NYB0	NA	ED	human
2766	7	Q15554	0.200566666667	NA	human
2766	7	Q92878	NA	NED	human
2766	7	P12956	NA	UN	human
2766	7	P13010	0.30015	UN	human
2766	7	P49959	NA	NA	human
2767	3	O60934	NA	NA	human
2767	3	Q92878	NA	NED	human
2767	3	P49959	NA	NA	human
2770	3	P23229	NA	NA	human
2770	3	P16144	NA	NA	human
2770	3	P21926	0.20415	NA	human
2772	4	P63208	NA	UN	human
2772	4	Q9UKT7	NA	NA	human
2772	4	Q16526	NA	NA	human
2772	4	Q13616	0.186166666667	ED	human
2773	4	Q49AN0	NA	NA	human
2773	4	P63208	NA	UN	human
2773	4	Q9UKT7	NA	NA	human
2773	4	Q13616	0.1879	ED	human
2774	3	Q12888	0.208	NA	human
2774	3	Q14676	0.2597	NA	human
2774	3	P16104	NA	NA	human
2775	3	Q12888	0.2253	NA	human
2775	3	Q14676	0.31595	NA	human
2775	3	Q14683	0.30525	ED	human
2776	2	P38398	NA	NA	human
2776	2	Q92878	NA	NED	human
2783	3	P38398	NA	NA	human
2783	3	P33240	NA	NA	human
2783	3	Q99728	NA	NA	human
2786	4	Q6UWZ7	0.108533333333	NA	human
2786	4	P38398	NA	NA	human
2786	4	Q96RL1	NA	NA	human
2786	4	Q99728	NA	NA	human
2787	4	P38398	NA	NA	human
2787	4	Q96RL1	NA	NA	human
2787	4	Q99708	NA	NA	human
2787	4	Q99728	NA	NA	human
2788	3	P38398	NA	NA	human
2788	3	O14867	NA	NA	human
2788	3	Q99728	NA	NA	human
2789	2	P15036	NA	NA	human
2789	2	P11308	NA	NA	human
2790	2	P15036	NA	NA	human
2790	2	P14921	NA	NA	human
2797	6	P35249	NA	NA	human
2797	6	P40937	NA	NA	human
2797	6	P35250	NA	UN	human
2797	6	Q8WVB6	NA	NA	human
2797	6	P40938	NA	UN	human
2797	6	P12004	NA	ED	human
2798	2	O95832	0.0396	NA	human
2798	2	P08253	NA	NA	human
2799	5	P35251	NA	NA	human
2799	5	P35249	NA	NA	human
2799	5	P40937	NA	NA	human
2799	5	P40938	NA	UN	human
2799	5	P35250	NA	UN	human
280	5	P04406	NA	ED	human
280	5	P09429	NA	ED	human
280	5	P26583	NA	ED	human
280	5	P11142	NA	UN	human
280	5	P30101	NA	UN	human
2801	2	P48431	NA	NA	human
2801	2	Q01860	NA	NA	human
2802	2	P48431	NA	NA	human
2802	2	P14859	NA	NA	human
2803	2	P48431	NA	NA	human
2803	2	P26367	NA	NA	human
2808	4	Q99638	NA	NA	human
2808	4	O60671	NA	NA	human
2808	4	P27695	NA	ED	human
2808	4	O60921	NA	UN	human
2809	3	Q99638	NA	NA	human
2809	3	O60671	NA	NA	human
2809	3	O60921	NA	UN	human
2811	2	P38398	NA	NA	human
2811	2	P00519	NA	NA	human
2812	3	P19387	NA	NA	human
2812	3	P30876	NA	NA	human
2812	3	Q9BWH6	NA	NA	human
2813	2	P38398	NA	NA	human
2813	2	P84022	NA	NA	human
2814	3	Q92769	NA	NA	human
2814	3	P38398	NA	NA	human
2814	3	Q13547	NA	NED	human
2815	8	P38398	NA	NA	human
2815	8	O14867	NA	NA	human
2815	8	Q99708	NA	NA	human
2815	8	O60934	NA	NA	human
2815	8	Q92547	NA	NA	human
2815	8	Q99728	NA	NA	human
2815	8	Q92878	NA	NED	human
